word1,word2
drug,स्ट्रेप्टोमाइसिन
drug,निषेध
drug,ज्वरहारी
drug,ज्वरनाशक
musical_instrument,संगीतकार
musical_instrument,कैलियोप
musical_instrument,बास
musical_instrument,अंग
musical_instrument,सैक्सोफोन
musical_instrument,पियानो
musical_instrument,तुरही
musical_instrument,बैंजो
musical_instrument,घंटी
musical_instrument,वाइब्राफोन
musical_instrument,टिंपनो
musical_instrument,डफ
musical_instrument,चंग
musical_instrument,त्रिभुज
musical_instrument,त्रिकोण
musical_instrument,शहनाई
musical_instrument,हार्पसीकोर्ड
musical_instrument,वाइल
musical_instrument,अरहु
musical_instrument,मेटैलोफोन
musical_instrument,बोज़ूकी
musical_instrument,परदा
musical_instrument,झल्लाहट
musical_instrument,मूक
musical_instrument,बांसुरी
musical_instrument,बेला
musical_instrument,ओबाउ
musical_instrument,डबलबस
musical_instrument,एकार्डियन
musical_instrument,मापयंत्रण
musical_instrument,उपकरण
musical_instrument,धनुष
musical_instrument,शॉम
musical_instrument,पैंडिएरो
musical_instrument,निकलहार्पा
musical_instrument,ड्रम
percussion_instrument,घडि़याल
percussion_instrument,झंकार
percussion_instrument,कैस्टनीटस
percussion_instrument,ड्रम
percussion_instrument,पियानो
percussion_instrument,टिंपनो
percussion_instrument,झांझ
percussion_instrument,वाइब्राफोन
percussion_instrument,त्रिभुज
percussion_instrument,त्रिकोण
percussion_instrument,घंटी
percussion_instrument,ढोलक
percussion_instrument,गायरो
percussion_instrument,तबला
percussion_instrument,मृदंग
percussion_instrument,मृदंगम
percussion_instrument,क्लेव
furniture,दीपक
furniture,निर्धारण
furniture,चारपाई
furniture,स्लीपर
furniture,कोठरी
furniture,घोसला
furniture,घोंसला
furniture,शेराटन
furniture,सीट
furniture,तालिका
furniture,मेज
furniture,सारणी
furniture,कैबिनेट
furniture,मल
furniture,कमोड
furniture,छाती
furniture,कंफ़ेसियनल
furniture,इकबालिया
bird,आर्कियोप्टेरिक्स
bird,मुर्गी
bird,पासरीन
bird,सकूटिक
bird,तोता
bird,निगल
bird,पेंगुइन
bird,लवा
bird,तैसा
bird,लैपविंग
bird,ड्रोंगो
bird,बटेर
bird,बगुला
bird,बगला
bird,मैना
bird,गरुड़
bird,गरुड
bird,कौआ
bird,तुफ़ानी
bird,धनेश
bird,हॉर्नबिल
bird,गैनिट
bird,हंस
bird,जे
bird,एन्हिंगा
bird,कूट
bird,सिल्विया
bird,नैटजा
bird,सोच
bird,पौना
bird,फ़ीनिक्स
bird,गिद्ध
bird,तुगदर
bird,चिड़ियों
bird,हवासील
bird,बुनकर
bird,महाश्येन
bird,ईगल
bird,काकातुआ
bird,कौकेटू
bird,चिड़िया
bird,गुनगुनानेवाला
bird,हुपु
bird,चिल्लानेवाला
bird,फ्रैंकोलिन
bird,शिखा
bird,मोहिनी
bird,वेग्टेल
bird,खंजन
bird,चरद्रीफोर्मेस
bird,शिक्र
bird,सरौता
bird,शुतुरमुर्ग
bird,होएनिकोप्तेरिफ़ोर्मेस
bird,वुडकॉक
bird,तीतर
bird,जलकाक
bird,जलकाग
bird,सारस
bird,फ़सल
bird,फसल
bird,नीचे
bird,बाज़
bird,प्लोवर
bird,कबूतर
bird,पनमुर्ग़ी
bird,कार्डिनल
bird,कीवी
bird,औक
bird,मोआ
bird,सीबर्ड
bird,ठगना
bird,नाइटहॉक
bird,कैनवासबेक
garment,पंचमेल
garment,ऊर्णाजिन
garment,फर
garment,दुपट्टा
garment,सूट
garment,बिकनी
garment,लंगोटी
garment,टाट
garment,अलग
garment,कैमलीट
garment,बागे
garment,कपड़ा
garment,बुरका
garment,बुर्का
garment,शर्ट
garment,रेशम
garment,हथकड़ी
garment,स्वेटर
garment,तोशक
garment,बनियान
garment,घूंघट
garment,स्कर्ट
garment,रागलाण
garment,डायपर
garment,नली
garment,नेकटाइयां
garment,इस्त्री
garment,प्रतिवर्ती
garment,पतलून
rodent,डारमाउस
rodent,हम्सटर
rodent,हैम्स्टर
rodent,चूहा
rodent,साही
rodent,जसबोआ
rodent,चिनचिला
rodent,माउस
rodent,गिलहरी
rodent,चूहे
rodent,मारा
rodent,धूस
rodent,लेम्मिंग
rodent,कैपीबारा
rodent,छछूँदर
rodent,गुंडी
rodent,गोफर
trait,अनुशासनहीनता
trait,चरित्र
trait,कंजूसी
trait,अनुशासन
trait,व्यवहार
trait,स्त्रीत्व
trait,असमंजस
trait,सफाई
trait,भावनाओं
trait,विनम्रता
trait,प्रकृति
trait,नेचर
trait,लचीलापन
trait,अकड़
trait,मालिन्य
trait,वैनिटी
trait,घमंड
trait,ग्रामीणता
trait,मर्दानगी
trait,विश्वसनीयता
trait,विश्ववस्तता
trait,बातूनीपनता
trait,अविश्वास
trait,ड्राइव
trait,ज्ञान
trait,विश्वास
trait,ट्रस्ट
trait,भरोसा
tree,टिड्डी
tree,केतकी
tree,पौधा
tree,नौनिहाल
tree,लौकी
tree,हुक़्क़ुम
tree,कुंज
tree,हथेली
tree,एल्म
tree,भूरा
tree,शाहबलूत
tree,बीच
tree,रोजवुड
tree,महोगनी
tree,विलो
tree,मोंटेज़ुमा
tree,सन्टी
tree,भूर्ज
tree,गूलर
tree,शालिमुग्दर
tree,राख
tree,कॉफी
tree,कॉफ़ी
tree,रोड़ा
tree,हानबीन
tree,सागौन
tree,बाँज
tree,ओक
tree,बबूल
tree,अल्बिजिया
tree,पिस्ता
tree,मेपल
tree,तरुवाटिका
tree,सरल
tree,सजाना
tree,पायनेसीए
tree,रोवाण
tree,ज़ैतून
tree,जैतून
tree,गटापारचा
tree,कागज
tree,अनार
tree,दालचीनी
tree,टेक्सस
tree,मैन्ग्रोव
tree,सदाबहार
tree,कृषिवानिकी
tree,कटहल
tree,जिन्कगो
tree,छाल
tree,बरगद
tree,कुल्हाड़ी
tree,नीलगिरी
tree,बादाम
tree,पाइन
tree,चीड़
tree,कनेर
tree,क्षुप
tree,झाड़ी
tree,कोको
tree,लॉगिंग
tree,प्रवेश
tree,सैंसफ्रैंस
tree,कल्पवृक्ष
tree,इमली
tree,जायफल
tree,फलोद्यान
feeling,आशा
feeling,पसंद
feeling,उभयभाविका
feeling,जटिल
feeling,सेक्स
feeling,लिंग
feeling,आभार
feeling,खुशी
feeling,बात
feeling,कृतध्नता
feeling,स्नेह
feeling,उम्मीद
feeling,निराशा
feeling,गंभीरता
feeling,जुनून
feeling,भावना
feeling,बहादुरी
feeling,विस्मय
feeling,प्रभावित
feeling,आंदोलन
feeling,इच्छा
feeling,उदासीनता
feeling,आनन्द
feeling,दर्द
feeling,आत्मा
feeling,मूड
feeling,उत्साह
feeling,सहानुभूति
feeling,उदासी
feeling,हताशा
feeling,शर्म
feeling,अकेलापन
herbivore,मुर्दाखोर
herbivore,मेहतर
symptom,घबराहट
symptom,सिंड्रोम
symptom,संलक्षण
symptom,मतली
symptom,क्लब
symptom,अकड़ना
symptom,अन्नसारमेह
symptom,श्वेतकमेह
symptom,क्षिप्रता
symptom,अल्पशर्करारक्तता
symptom,अधोमधुरक्तता
symptom,ऐंठन
symptom,फोड़ा
symptom,विद्रधि
symptom,अतिकैल्शियमरक्तता
symptom,नाब्युला
symptom,नीहारिका
symptom,पीलिया
symptom,अप्रतिवर्तता
symptom,कब्ज
symptom,सख्त
symptom,अल्पमूत्रता
symptom,दस्त
symptom,अतिसार
symptom,रक्तमेह
symptom,झुनझुनी
symptom,कंपकपाहट
symptom,कांप
symptom,खांसी
symptom,हिचकी
symptom,चक्कर
symptom,भ्रमि
symptom,एनीमिया
symptom,सूजन
symptom,प्रभाव
symptom,छींक
symptom,विस्फोट
symptom,नासास्त्राव
symptom,नीलिमा
symptom,हाइपरस्प्लेनिज्म
symptom,टिनिटस
symptom,रक्तकणरंजकद्रव्यमेह
symptom,हृद्बृहत्ता
symptom,निशान
symptom,शोष
symptom,क्षारमेह
symptom,मूत्रलता
symptom,हाइपरलिपिडिमिया
symptom,अपच
symptom,डिस्पेप्शिया
symptom,फ्लोटर
symptom,एपनिया
symptom,श्वासरोध
symptom,रक्तनिष्ठीवन
symptom,ज्वर
symptom,बुखार
symptom,श्वासकष्ट
symptom,अत्यार्तव
symptom,आभा
symptom,अनार्तव
symptom,ईर्ष्या
symptom,नाराज़गी
symptom,अतिवसारक्तता
symptom,अरुचि
symptom,आहार
symptom,कमजोरी
symptom,निगरणकष्ट
symptom,खुजली
chemical_substance,विस्फोटक
chemical_substance,कीटनाशी
chemical_substance,कीटनाशक
chemical_substance,शाकनाशी
chemical_substance,शाकनाशक
chemical_substance,मृदुकर
chemical_substance,पादपरसायन
chemical_substance,उर्वरक
chemical_substance,धुआंरी
chemical_substance,प्रवाह
chemical_substance,उत्पाद
chemical_substance,मध्यवर्ती
chemical_substance,अंश
chemical_substance,भिन्न
chemical_substance,उत्प्रेरण
chemical_substance,कटैलिसीस
chemical_substance,पानी
chemical_substance,जल
chemical_substance,कांच
chemical_substance,गिलास
chemical_substance,सामग्री
chemical_substance,विषाक्तता
chemical_substance,मेथनॉल
chemical_substance,हार्मोन
chemical_substance,हॉर्मोन
chemical_substance,तेल
chemical_substance,प्लास्टिक
chemical_substance,प्रदूषक
chemical_substance,दवा
chemical_substance,ईंधन
chemical_substance,आधार
chemical_substance,क्षार
chemical_substance,विलयन
chemical_substance,विलायक
chemical_substance,अभिकर्मक
chemical_substance,एंटीबायोटिक
chemical_substance,बारूद
chemical_substance,डायनामाइट
science,बीज-लेखन
science,क्रिप्टोग्राफी
science,पोषण
science,गणित
science,भाषाविज्ञान
science,वैज्ञानिक
science,सस्यविज्ञान
science,मैट्रोलोजी
science,धातुकर्म
science,मनोविज्ञान
science,छलविद्या
science,सत्तामीमांसा
science,आंटलजी
science,शिक्षाशास्त्र
science,भूगोल
science,तर्क
science,तर्कशास्त्र
science,जीवाणु
science,सर्वेक्षण
science,पैमाइश
science,ऊष्मारसायन
science,फार्माकोलॉजी
science,औषध-प्रभाव-विज्ञान
science,युनेस्को
science,यूनेस्को
science,भूविज्ञान
science,वैमानिकी
science,इम्यूनोलॉजी
science,इम्मुनोलोगि
science,संगोष्ठी
science,सम्मेलन
science,तालमेल
science,वर्गिकी
science,मिसरशास्र
science,प्रौद्योगिकी
science,हेर्मेनेयुटिक्स
science,इलेक्ट्रॉनिक्स
science,इलेक्ट्रानिक्स
science,इलैक्ट्रॉनिक्स
science,प्रकृति
science,नेचर
science,यांत्रिकी
science,आनुवंशिकी
science,तथ्य
science,प्रक्षेपिकी
science,सीखने
science,अधिगम
science,जीवाश्म
science,जियोइन्फारमैटिक्स
science,भूसूचनाविज्ञान
science,भूरसायन
science,वानिकी
science,संकरण
science,दूरसंचार
science,उदाहरण
science,श्रवणगम्यता
science,ध्वनिकी
science,वायुगतिकी
science,बागवानी
science,क्रि
science,क्रिस्टलकी
science,यूक्लिड
science,इंजीनियर
science,अभियन्ता
science,अभियंता
science,छायाचित्र
science,फोटोग्राफी
science,कालक्रम
science,वित्त
flora,बारहमासी
flora,जलीय
flora,भागने
flora,फ़सल
flora,फसल
flora,अघिजीव
flora,अधिपादप
flora,द्विवार्षिक
flora,भ्रूण
flora,स्थानिक
flora,स्वपोषी
flora,एक्रोजन
flora,सजावटी
flora,अपुष्पी
flora,क्रिप्टोगैम
flora,द्विबीपत्री
flora,द्विबीजपत्री
flora,कुल
flora,परिवार
flora,पुष्पोद्भिद
flora,पीलापन
flora,शलजम
flora,बीज
flora,शैली
flora,पायनालेज़
flora,मूली
flora,क्रम
flora,ऑर्डर
flora,आदेश
flora,गण
flora,जड़ी-बूटी
flora,नागदमन
flora,सैल्विया
flora,बीजाणुधानी
flora,रेणुकोश
flora,लता
flora,ट्यूलिप
flora,हरिता
flora,काई
flora,मैन्ग्रोव
flora,सदाबहार
flora,रसीला
flora,पालतूकरण
flora,पातलू
flora,उर्वरक
flora,युडिकॉट​
flora,खरपतवार
flora,मरूद्भिद
flora,हेलियनथस
flora,हेलिएन्थस
flora,विलो
flora,किस्म
flora,लहसुन
flora,ट्रंक
flora,जिन्कगो
flora,अनावृतबीजी
flora,सब्जी
flora,सब्ज़ी
flora,बादाम
flora,बै्रसिका
flora,बीजाण्ड
flora,शैलो
flora,तिपतिया
flora,जीवाश्म
flora,तारो
flora,कुसुम
flora,छाल
flora,तरबूज़
flora,तरबूज
flora,पराग
flora,खाद्यान्न
flora,अनाज
flora,काग
flora,लवणमृदोद्भिद
flora,फली
flora,कूटू
flora,कद्दू
flora,कुम्हड़ा
flora,प्लेग
flora,घास
flora,लॉन
flora,आदत
flora,पीट
flora,इलायची
flora,गेहूं
flora,गेहूँ
flora,बंडा
carnivore,फेलिड
carnivore,भालू
carnivore,सहन
carnivore,मुर्दाखोर
carnivore,मेहतर
carnivore,ऊद
fauna,फीडर
fauna,स्थागितकारी
fauna,मुर्दाखोर
fauna,मेहतर
fauna,पालतू
fauna,बाह्यउष्मीय
fauna,महिला
fauna,दोस्त
fauna,डार्टर
fauna,ख़ालिस
fauna,षट्पद
fauna,कीटाहारी
fauna,दोपाया
fauna,खादान
fauna,खदान
fauna,वयस्क
fauna,भ्रूण
fauna,डिंभ
fauna,लार्वा
fauna,पुरुष
fauna,शिकारी
fauna,विशाल
fauna,स्टंट
fauna,सर्वाहारी
fauna,कीट
fauna,नाशीजीव
fauna,शिकार
fauna,खेल
fauna,उत्परिवर्ती
fauna,दब्बू
fauna,चिड़ियाघर
fauna,पक्षी
fauna,रोटिफेरा
fauna,किरीटी
fauna,मुँह
fauna,मुंह
fauna,सन्धिपाद
fauna,हड्डीवाला
fauna,स्तनपायी
fauna,स्तनधारी
fauna,श्वान
fauna,कुत्ते
fauna,बिच्छू
fauna,झींगा
fauna,कृमि
fauna,कीड़ा
fauna,जीवाश्म
fauna,पालतूकरण
fauna,पातलू
fauna,एकियूरा
fauna,प्लेग
fauna,इल्ली
fauna,कमला
fauna,कंचुकित
fauna,सचोली
fauna,गेको
fauna,डायनासोर
fauna,डाइनोसोर
fauna,ऊन
fauna,जलजंतु
fauna,आर्कियोतेरोन
fauna,मधुमक्खी
fauna,केंचुआ
fauna,नाक
fauna,स्पंज
fauna,शंख
fauna,वृत्ति
fauna,क़साईख़ाना
fauna,वूल्वरिन
fauna,जिगर
fauna,यकृत
fauna,अश्ववंश
clothing,परिवर्तन
clothing,बदल
clothing,धर्मरक्षक
clothing,सहायक
clothing,धागे
clothing,उपस्थित
clothing,नेकपीस
clothing,ग्रे
clothing,काला
clothing,काले
clothing,परिधान
clothing,टोपी
clothing,वर्दी
clothing,गणवेश
clothing,नीला
clothing,ब्लू
clothing,नीले
clothing,खींचें
clothing,कर्षण
clothing,जूते
clothing,पोशाक
clothing,कपड़े
clothing,वस्त्र
clothing,धोती
clothing,भेस
clothing,दस्ताने
clothing,बिकनी
clothing,कोट
clothing,जुर्राब
clothing,ब्लाउज
clothing,मोजा
clothing,मोज़ा
clothing,लटकन
clothing,कोर्सेट
clothing,चोली
clothing,ब्रेजिअर
clothing,बिस्तर
clothing,स्कर्ट
clothing,शाल
clothing,कैटन
clothing,लेगिंग
clothing,हाकामा
clothing,टैबर्ड
clothing,बनियान
clothing,बरसती
clothing,कवच
clothing,शर्ट
clothing,पर्ची
clothing,समग्र
clothing,अंगरखा
clothing,रास
clothing,केप
clothing,पोंचो
clothing,झाड़न
clothing,एप्रन
clothing,जैकेट
clothing,बकसुआ
clothing,आस्तीन
clothing,सूट
clothing,कपड़ा
clothing,स्वेटर
clothing,आदत
clothing,लिनेन
clothing,लिनन
clothing,लहंगा
clothing,सामान
clothing,चड्डी
clothing,टाइटस
clothing,जेब
clothing,खेलों
clothing,इस्त्री
clothing,बुरका
clothing,बुर्का
game,कर्लिंग
game,गेंदबाजी
game,गेन्दबाज़ी
game,कदम
game,कैसीनो
game,चतुरंग
game,बैडमिंटन
game,बुद्धु
game,बिंगो
game,फरो
game,महजोंग
game,माहजंग
game,ह्विस्ट
game,पोर
game,धैर्य
game,क्रेप्स
game,राउंडर्स
game,रूले
game,डार्ट्स
game,लुडी
game,झींगुर
game,क्रिकेट
game,पोकर
game,हेपस्काच
game,ठगना
game,झूला
linguistics,समाजभाषाविज्ञान
linguistics,सामाजिक
linguistics,व्युत्पत्तिशास्त्र
linguistics,व्युत्पत्ति
linguistics,अर्थविज्ञान
linguistics,भाषा
linguistics,स्वनिमविज्ञान
linguistics,टोन
linguistics,स्वर
linguistics,कोशकला
linguistics,शब्द
linguistics,मामले
linguistics,कोशविज्ञान
linguistics,कोशकर्म
linguistics,एस्पेरान्तो
linguistics,एस्पेरांतो
linguistics,स्वनविज्ञान
linguistics,ध्वनिशास्त्र
linguistics,शब्दावली
linguistics,शब्दसंग्रह
linguistics,शब्दकोश
linguistics,निओलगिज़्म
linguistics,बहुभाषी
linguistics,विषय
linguistics,पदावली
inference,उपप्रमेय
inference,परिणाम
inference,अनुमान
inference,एक्सट्रपलेशन
inference,सादृश्य
inference,व्युत्पत्ति
inference,सामान्यीकरण
bird_of_prey,बाज़
bird_of_prey,गिद्ध
bird_of_prey,महाश्येन
bird_of_prey,ईगल
bird_of_prey,उल्लू
bird_of_prey,अर्ने
bird_of_prey,ऑसप्रे
bird_of_prey,बाज
artist,दराज
artist,प्रतीकवादी
artist,क्लासिक
artist,व्याख्याता
artist,रचनावादी
artist,आधुनिकतावादी
artist,नक़्क़ाश
artist,संगीतकार
artist,प्रेमपूर्ण
artist,रोमांटिक
artist,फोटोग्राफर
artist,उस्ताद
artist,मिस्ट्रल
artist,कलाकार
artist,अभिव्यंजनावादी
artist,चित्रकार
artist,अतियथार्थवादी
artist,इक्सप्रेस्सियुनिज़म
artist,अभिव्यंजनावाद
fruit,बेर
fruit,सेब
fruit,कान
fruit,लौकी
fruit,जैतून
fruit,बीज
fruit,कबाबचीनी
fruit,नींबू
fruit,नीबू
fruit,पपीता
fruit,तरबूज
fruit,तरबूज़
fruit,बादाम
fruit,हुक़्क़ुम
fruit,छील
fruit,छिलका
fruit,कैप्सूल
fruit,फली
fruit,जायफल
fruit,नारंगी
fruit,संतरा
fruit,ख़रबूज़ा
fruit,रास्पबेरी
fruit,ब्लैकबेरी
fruit,बीजोपांग
fruit,अंजीरिया
fruit,चेरी
fruit,आलूबालू
fruit,स्फुटन
fruit,अनुप्र्थक
fruit,बीजाण्ड
fruit,टमाटर
fruit,सामरा
fruit,स्पाइस
fruit,मसाला
house,निवास
house,हेसिंडा
house,भवन
house,घर
house,द्वैध
house,षाले
house,हवेली
house,बंगला
house,केबिन
house,विला
house,फार्महाउस
house,छत
house,होटल
house,सॉना
house,प्रासाद
house,महल
house,झोंपड़ी
wind_instrument,अंग
wind_instrument,ऑकारिना
wind_instrument,सीटी
wind_instrument,पाइप
wind_instrument,अकार्डियन
wind_instrument,हारमोनिका
wind_instrument,ज़ुर्ना
vehicle,शिल्प
vehicle,शिल्पकर्म
vehicle,स्लेज
vehicle,रॉकेट
vehicle,स्कीबॉब
vehicle,गाड़ी
vehicle,पहिया
vehicle,चक्र
vehicle,रिक्शा
vehicle,लोकोमोटिव
vehicle,रेल-इंजन
vehicle,विमान
vehicle,वैन
vehicle,एम्बुलेंस
vehicle,ट्रेलर
vehicle,ठेला
vehicle,रथी
vehicle,कोच
vehicle,झूलना
vehicle,सायकिल
vehicle,साइकिल
weapon,पाइक
weapon,भाला
weapon,गोफन
weapon,चाकू
weapon,कुल्हाडी
weapon,प्रक्षेप्य
weapon,प्रक्षेपास्त्र
weapon,मिसाइल
weapon,तलवार
weapon,धनुष
weapon,बंदूक
weapon,पन्नी
weapon,मोर्टार
weapon,मसाला
weapon,क्रॉसबो
weapon,बुमेरांग
weapon,बूमरैंग
weapon,शिनाय
weapon,टारपीडो
weapon,तॉरपीडो
weapon,नापलम
weapon,गुलेल
weapon,बम
weapon,कवच
weapon,बन्दूक
weapon,म्यान
weapon,कारतूस
weapon,संगीन
weapon,ताक़तवर
weapon,कुल्हाड़ी
weapon,ब्लेड
weapon,तोपखाने
weapon,तोपख़ाना
weapon,चक्रम
weapon,बिल
weapon,विधेयक
mammal,अपरा
mammal,हाथी
mammal,हिरन
mammal,हिरण
mammal,सुस्ती
mammal,कैनिडाए
mammal,बदमाश
mammal,उपकंठ
mammal,क्रव्यदंत
mammal,योनि
mammal,एसिनोनिक्स
mammal,लीमर
mammal,बकरी
mammal,खुरदार
mammal,कौगर
mammal,कूगर
mammal,खरगोश
mammal,कपि
mammal,ओपस्सम
mammal,वर्मी
mammal,फॉक्स
mammal,लोमड़ी
mammal,मस्टेलिडाए
mammal,जिराफ़
mammal,चिकारे
mammal,गैज़ेली
mammal,आस्ट्रेलियन
mammal,रूमेण
mammal,ऊद
mammal,गोवंश
mammal,टेनरक
mammal,हत्यारा
mammal,गोरिल्ला
mammal,नेवला
mammal,कोक्लीअ
mammal,गुल्फ़
mammal,रहनुमा
mammal,चमगादड़
mammal,बल्लेबाजी
mammal,इन्सैक्टीवोरा
mammal,कीटाहारी
mammal,जठरान्त
mammal,मिंक
mammal,भालू
mammal,सहन
mammal,जालिका
mammal,लिंक्स
mammal,बनबिलाव
mammal,धानी
mammal,थैली
mammal,कार्निवोरा
mammal,वूल्वरिन
mammal,शियार
mammal,सियार
mammal,भ्रूण
mammal,कृंतक
mammal,रोमंथक
mammal,मननशील
mammal,कुत्ते
mammal,पैंगोलिन
mammal,छिपकली
mammal,रासू
mammal,तरपान
mammal,तारपान
mammal,माउस
mammal,कर्कशा
mammal,टपीर
mammal,भेड़
mammal,खुर
mammal,बिल्ली
mammal,मोल
mammal,तिल
mammal,छछून्दर
drink,सीटी
drink,दोस्त
drink,दूध
drink,कूलर
drink,साइडर
drink,मिक्सर
drink,घोलुवा
drink,कॉफी
drink,कॉफ़ी
drink,चाय
drink,वोदका
drink,वोडका
drink,खीर
drink,मिल्कशेक
drink,एस्प्रेसो
drink,केफिर
drink,छिद्रक
drink,पंच
drink,मेनू
drink,कार्बोनेशन
drink,एफेलवीन
drink,गोफन
drink,लेमोनेड
statement,समझौते
statement,शब्द
statement,व्याख्या
statement,विवरण
statement,गायन
statement,अनुमान
statement,टिप्पणी
statement,सिफ़ारिश
statement,असत्यता
statement,उत्तर
statement,संकल्प
statement,सच
statement,ख़ामोश
statement,न्यूनोक्‍ति
statement,बोली
statement,वर्णन
statement,प्रतिनिधित्व
statement,हालत
statement,निषेध
statement,भविष्यवाणी
statement,घोषणा
statement,सूत्र
statement,प्रस्ताव
statement,आश्वासन
statement,बात
statement,उद्धरण
statement,सारांश
herb,सेलसीफी
herb,कटमींट
herb,स्ट्रॉबेरी
herb,सब्जी
herb,सब्ज़ी
herb,वाइला
herb,यष्टिमधु
herb,लीकोरिस
herb,स्वर्णधान्य
herb,सहिजन
herb,सरल
herb,कासनी
herb,फली
herb,मधुपत्र
herb,स्टेविया
herb,जीरा
herb,टकसाल
herb,पौधा
herb,सैक्सिफेज
herb,पटुआ
herb,फ्लॉक्स
herb,कोल्टसफ़ूट
herb,तृण
herb,जेरेनियम
herb,ओरिच
herb,सलीब
herb,कैमोमाइल
herb,गुलमेंहदी
herb,मेंहदी
herb,स्वर्णगुच्छ
herb,लोबेलिआ
herb,तुलसी
herb,सेनिकल
herb,कुसुम
herb,डॉक
herb,गोदी
herb,चौलाई
herb,ऐमारैंथ
herb,केला
herb,भिण्डी
herb,सन
herb,अलसी
herb,अकेंथस
herb,चुकंदर
herb,तंबाकू
herb,तम्बाकू
herb,धनिया
herb,प्रिमुला
herb,कैना
herb,घंटी
herb,सोआ
herb,वसाबी
herb,रेज़िदा
herb,शतावर
herb,गेलक्स
herb,टेज़ल
herb,संफायर
herb,इनुला
herb,तिपतिया
herb,कूटू
herb,हल्दी
herb,साल्पीग्लोसिस
herb,केरविल
herb,प्लंबेगो
herb,तिल
herb,नोनी
herb,मेथी
herb,अस्पिडिसट्रा
herb,डॉक्टर
herb,बैरिला
herb,सलाद
herb,बटरकप
herb,टमाटर
herb,गाजर
herb,पुदीना
herb,पिपरमिंट
herb,कुठरा
herb,मरुआ
herb,मेलिस्सा
herb,ट्यूलिप
illness,हालत
illness,विषममूत्रस्राव
illness,रोग
illness,पतन
illness,विकास
performer,कलाकार
performer,अभिनेता
performer,बाजीगर
performer,संगीतकार
performer,कर्त्ता
performer,दिग्गज
performer,भाट
performer,ओझा
performer,चरवाहे
performer,काउबॉय
performer,गरुड़वादी
athletics,जिमनास्टिक
athletics,जिम्नास्टिक्स
